user_id,user_age,gender,country,subscription_plan
1049,18,Female,India,Premium
1050,37,Female,India,Premium
1051,50,Male,India,Standard
1052,30,Male,USA,Family
1053,46,Female,India,Basic
1054,22,Female,India,Standard
1055,23,Male,India,Basic
1056,38,Female,India,Premium
1057,49,Female,India,Student
1058,62,Female,India,Standard
1059,46,Female,India,Premium
1060,43,Female,UK,Standard
1061,45,Female,India,Premium
1062,50,Male,India,Family
1063,60,Male,India,Standard
1064,19,Female,India,Standard
1065,31,Male,India,Premium
1066,22,Male,India,Student
1067,57,Male,India,Basic
1068,40,Male,Canada,Premium
1069,57,Male,India,Basic
1070,38,Female,India,Basic
1071,31,Male,India,Basic
1072,32,Male,Canada,Premium
1073,39,Male,India,Basic
1074,31,Male,India,Student
1075,21,Male,USA,Premium
1076,51,Male,India,Standard
1077,43,Male,India,Family
1078,53,Male,India,Standard
1079,60,Female,India,Premium
1080,45,Male,USA,Student
1081,28,Female,India,Basic
1082,20,Male,India,Family
1083,25,Male,UK,Family
1084,51,Female,Canada,Premium
1085,25,Male,India,Family
1086,41,Female,USA,Premium
1087,52,Male,India,Student
1088,53,Female,India,Premium
1089,40,Male,UK,Family
1090,42,Female,India,Premium
1091,63,Male,India,Basic
1092,19,Male,India,Standard
1093,33,Female,UK,Family
1094,58,Female,UK,Standard
1095,31,Male,India,Basic
1096,59,Male,India,Student
1097,36,Female,Australia,Premium
1098,59,Male,India,Family
1099,40,Female,Australia,Student
1100,34,Male,India,Premium
1101,54,Male,India,Family
1102,23,Male,India,Standard
1103,22,Male,USA,Family
1104,41,Female,India,Premium
1105,49,Female,India,Standard
1106,18,Male,Australia,Standard
1107,53,Female,India,Premium
1108,23,Male,India,Premium
1109,52,Female,India,Premium
1110,20,Female,India,Student
1111,63,Female,UK,Standard
1112,57,Male,India,Student
1113,41,Male,India,Premium
1114,40,Female,India,Student
1115,21,Male,India,Basic
1116,57,Male,India,Basic
1117,56,Male,Canada,Standard
1118,45,Male,India,Student
1119,41,Male,India,Student
1120,60,Female,Canada,Premium
1121,60,Female,India,Basic
1122,31,Male,Canada,Standard
1123,42,Male,India,Standard
1124,46,Female,India,Basic
1125,34,Female,India,Family
1126,64,Female,India,Student
1127,52,Female,India,Standard
1128,18,Male,India,Basic
1129,49,Female,India,Student
1130,49,Male,Australia,Standard
1131,29,Female,India,Standard
1132,49,Female,Australia,Premium
1133,22,Male,UK,Student
1134,44,Male,India,Student
1135,54,Female,Canada,Basic
1136,27,Male,India,Standard
1137,43,Female,India,Family
1138,48,Female,Australia,Standard
1139,45,Female,India,Standard
1140,42,Female,Canada,Premium
1141,56,Male,India,Family
1142,37,Female,India,Student
1143,23,Female,India,Basic
1144,39,Female,India,Basic
1145,54,Female,Canada,Basic
1146,25,Male,India,Standard
1147,25,Male,India,Student
1148,54,Female,India,Standard
1149,55,Female,India,Basic
1150,29,Female,UK,Standard
1151,27,Female,India,Student
1152,49,Female,Canada,Student
1153,32,Female,India,Standard
1154,27,Male,India,Family
1155,45,Female,UK,Standard
1156,45,Male,India,Basic
1157,63,Male,India,Basic
1158,24,Female,India,Family
1159,38,Male,India,Basic
1160,20,Female,India,Family
1161,60,Male,India,Standard
1162,49,Male,India,Standard
1163,23,Female,India,Standard
1164,49,Female,Canada,Standard
1165,38,Female,India,Family
1166,29,Female,India,Basic
1167,22,Male,USA,Standard
1168,65,Male,UK,Standard
1169,20,Female,India,Standard
1170,41,Female,India,Premium
1171,33,Female,Canada,Premium
1172,65,Male,India,Premium
1173,44,Female,Australia,Basic
1174,54,Male,India,Premium
1175,32,Male,India,Basic
1176,24,Male,India,Standard
1177,52,Male,USA,Student
1178,36,Female,India,Student
1179,24,Female,Canada,Premium
1180,53,Male,India,Standard
1181,26,Female,India,Basic
1182,59,Female,UK,Student
1183,30,Female,Canada,Basic
1184,21,Male,India,Basic
1185,44,Female,India,Student
1186,32,Female,India,Student
1187,65,Male,India,Basic
1188,38,Male,UK,Premium
1189,48,Male,Canada,Premium
1190,43,Female,India,Standard
1191,50,Female,Canada,Standard
1192,64,Female,India,Basic
1193,25,Male,India,Basic
1194,48,Male,UK,Basic
1195,57,Female,India,Basic
1196,54,Female,India,Basic
1197,42,Female,India,Standard
1198,28,Female,Australia,Student
1199,39,Male,India,Premium
1200,30,Male,USA,Family
1201,57,Male,India,Premium
1202,46,Male,Canada,Standard
1203,24,Female,UK,Family
1204,46,Male,Australia,Student
1205,32,Male,India,Standard
1206,23,Female,India,Family
1207,59,Male,India,Standard
1208,43,Female,USA,Premium
1209,23,Female,India,Student
1210,64,Female,India,Basic
1211,31,Female,Australia,Family
1212,31,Female,India,Basic
1213,36,Female,India,Basic
1214,31,Female,India,Standard
1215,42,Male,USA,Student
1216,32,Female,India,Student
1217,22,Female,India,Basic
1218,25,Female,Canada,Family
1219,38,Female,UK,Family
1220,46,Male,India,Family
1221,18,Female,India,Student
1222,34,Male,UK,Standard
1223,43,Female,India,Premium
1224,25,Female,Australia,Student
1225,50,Female,India,Student
1226,33,Female,UK,Student
1227,44,Male,India,Standard
1228,31,Male,India,Standard
1229,59,Female,India,Premium
1230,21,Male,India,Basic
1231,22,Male,India,Basic
1232,47,Female,India,Premium
1233,31,Male,India,Standard
1234,57,Male,UK,Standard
1235,40,Female,India,Basic
1236,47,Male,UK,Family
1237,23,Female,India,Standard
1238,55,Male,India,Student
1239,46,Male,India,Standard
1240,65,Male,USA,Premium
1241,18,Female,India,Basic
1242,42,Female,India,Student
1243,18,Female,India,Basic
1244,19,Male,UK,Premium
1245,65,Male,India,Premium
1246,61,Female,Canada,Premium
1247,65,Female,Australia,Student
1248,44,Female,India,Standard
1249,19,Female,UK,Premium
1250,28,Female,Canada,Standard
1251,64,Female,India,Standard
1252,26,Male,Australia,Student
1253,31,Male,UK,Standard
1254,24,Female,India,Standard
1255,23,Female,India,Premium
1256,44,Male,India,Standard
1257,30,Female,India,Basic
1258,42,Female,India,Standard
1259,50,Female,UK,Standard
1260,34,Male,India,Premium
1261,58,Male,UK,Standard
1262,29,Female,Canada,Basic
1263,30,Male,Australia,Student
1264,63,Female,India,Premium
1265,47,Male,India,Basic
1266,23,Male,India,Standard
1267,32,Male,India,Basic
1268,36,Female,India,Standard
1269,62,Female,India,Family
1270,23,Male,India,Premium
1271,23,Male,USA,Student
1272,22,Female,UK,Basic
1273,19,Male,USA,Premium
1274,32,Male,India,Standard
1275,23,Male,India,Premium
1276,32,Female,India,Standard
1277,48,Female,India,Premium
1278,47,Male,India,Standard
1279,37,Male,India,Standard
1280,48,Female,Canada,Premium
1281,56,Female,India,Standard
1282,53,Male,India,Standard
1283,34,Male,India,Basic
1284,56,Male,Canada,Standard
1285,34,Female,Australia,Premium
1286,59,Female,India,Student
1287,22,Female,India,Standard
1288,26,Female,India,Student
1289,54,Male,India,Standard
1290,19,Female,USA,Family
1291,52,Female,India,Student
1292,56,Male,India,Premium
1293,20,Male,Canada,Family
1294,24,Female,USA,Basic
1295,51,Female,India,Student
1296,25,Male,India,Premium
1297,39,Male,India,Basic
1298,37,Male,India,Standard
1299,61,Female,USA,Premium
1300,54,Male,India,Premium
1301,45,Male,USA,Premium
1302,42,Male,India,Basic
1303,43,Female,India,Premium
1304,27,Female,India,Premium
1305,41,Female,Canada,Standard
1306,34,Female,USA,Basic
1307,40,Male,USA,Standard
1308,48,Male,India,Family
1309,51,Male,India,Student
1310,30,Female,Australia,Premium
1311,55,Female,India,Premium
1312,41,Male,India,Family
1313,22,Male,India,Standard
1314,63,Female,India,Student
1315,57,Male,UK,Family
1316,45,Female,India,Basic
1317,39,Female,Australia,Premium
1318,41,Female,India,Standard
1319,49,Female,USA,Student
1320,30,Male,India,Student
1321,65,Female,USA,Basic
1322,30,Male,India,Basic
1323,60,Male,Canada,Student
1324,57,Male,India,Basic
1325,47,Female,India,Standard
1326,26,Female,Australia,Premium
1327,59,Female,India,Family
1328,18,Male,USA,Basic
1329,65,Male,India,Standard
1330,65,Female,India,Family
1331,65,Male,India,Standard
1332,34,Female,Canada,Standard
1333,60,Female,India,Standard
1334,54,Female,India,Family
1335,49,Male,UK,Basic
1336,31,Female,India,Basic
1337,29,Male,India,Standard
1338,33,Female,India,Basic
1339,62,Male,Canada,Premium
1340,33,Female,India,Basic
1341,23,Male,India,Standard
1342,46,Female,USA,Standard
1343,44,Male,India,Standard
1344,30,Male,India,Basic
1345,36,Female,India,Standard
1346,40,Male,India,Standard
1347,32,Male,India,Basic
1348,33,Male,India,Standard
1349,58,Male,India,Standard
1350,27,Male,India,Basic
1351,59,Male,India,Standard
1352,20,Male,India,Student
1353,23,Male,India,Basic
1354,38,Female,UK,Basic
1355,21,Male,USA,Premium
1356,62,Female,USA,Premium
1357,20,Female,India,Standard
1358,34,Male,India,Premium
1359,22,Female,USA,Student
1360,34,Male,India,Basic
1361,51,Female,USA,Basic
1362,50,Female,India,Premium
1363,43,Female,India,Standard
1364,19,Female,India,Premium
1365,19,Male,Australia,Family
1366,45,Male,India,Student
1367,35,Male,India,Premium
1368,58,Female,UK,Family
1369,35,Female,USA,Premium
1370,58,Female,USA,Student
1371,50,Female,UK,Premium
1372,64,Female,India,Standard
1373,40,Female,India,Standard
1374,65,Female,India,Standard
1375,50,Male,India,Premium
1376,45,Female,India,Student
1377,32,Female,India,Standard
1378,21,Male,India,Standard
1379,44,Male,Canada,Student
1380,24,Female,USA,Basic
1381,45,Female,India,Standard
1382,44,Male,India,Premium
1383,44,Male,India,Student
1384,51,Male,India,Standard
1385,35,Male,Australia,Student
1386,32,Male,India,Premium
1387,62,Male,Canada,Premium
1388,44,Female,India,Premium
1389,55,Male,India,Student
1390,65,Male,Canada,Basic
1391,51,Male,India,Standard
1392,26,Female,Australia,Premium
1393,27,Male,India,Standard
1394,20,Female,India,Standard
1395,58,Female,India,Basic
1396,28,Male,Canada,Student
1397,26,Female,Australia,Student
1398,62,Male,India,Standard
1399,39,Male,India,Family
1400,58,Male,India,Standard
1401,52,Female,India,Student
1402,44,Male,India,Standard
1403,18,Male,India,Family
1404,58,Male,India,Premium
1405,62,Male,India,Premium
1406,18,Female,India,Family
1407,18,Male,India,Standard
1408,58,Female,UK,Premium
1409,36,Male,India,Basic
1410,33,Female,Canada,Student
1411,28,Female,India,Standard
1412,48,Male,India,Standard
1413,61,Male,India,Standard
1414,40,Male,Australia,Basic
1415,27,Female,India,Basic
1416,41,Male,India,Premium
1417,57,Female,India,Student
1418,29,Male,India,Basic
1419,34,Female,India,Premium
1420,44,Female,India,Premium
1421,52,Male,Canada,Premium
1422,36,Male,India,Basic
1423,23,Male,Australia,Standard
1424,36,Male,India,Student
1425,29,Male,USA,Premium
1426,45,Male,India,Standard
1427,50,Female,India,Basic
1428,31,Female,India,Standard
1429,23,Male,USA,Basic
1430,64,Male,Australia,Standard
1431,28,Male,UK,Premium
1432,33,Female,India,Standard
1433,45,Female,India,Standard
1434,41,Male,India,Student
1435,35,Female,India,Family
1436,62,Female,India,Basic
1437,41,Female,UK,Family
1438,42,Male,India,Standard
1439,45,Male,India,Premium
1440,46,Female,Australia,Student
1441,20,Male,USA,Basic
1442,20,Male,USA,Standard
1443,56,Female,India,Basic
1444,35,Male,India,Student
1445,50,Male,India,Standard
1446,65,Female,USA,Standard
1447,49,Female,India,Standard
1448,55,Female,India,Basic
1449,36,Male,India,Student
1450,41,Female,India,Student
1451,44,Female,India,Premium
1452,30,Female,India,Basic
1453,52,Male,India,Premium
1454,41,Female,India,Premium
1455,65,Female,Canada,Basic
1456,60,Male,India,Student
1457,63,Female,USA,Standard
1458,39,Male,Canada,Standard
1459,34,Male,Canada,Premium
1460,33,Female,India,Basic
1461,63,Male,India,Basic
1462,64,Female,Australia,Student
1463,43,Female,India,Family
1464,50,Male,India,Standard
1465,47,Female,USA,Family
1466,57,Male,Australia,Student
1467,57,Male,India,Student
1468,45,Male,India,Basic
1469,58,Female,India,Basic
1470,25,Female,India,Standard
1471,39,Female,India,Family
1472,23,Female,India,Standard
1473,49,Male,India,Student
1474,64,Female,India,Family
1475,41,Female,USA,Premium
1476,39,Female,India,Standard
1477,39,Female,India,Basic
1478,45,Male,India,Student
1479,34,Female,UK,Standard
1480,58,Female,India,Student
1481,48,Female,India,Premium
1482,46,Female,India,Student
1483,57,Female,India,Standard
1484,54,Female,India,Premium
1485,19,Male,India,Premium
1486,63,Male,Canada,Basic
1487,34,Male,India,Student
1488,20,Female,Canada,Standard
1489,29,Female,India,Basic
1490,48,Male,India,Basic
1491,40,Male,India,Family
1492,28,Female,India,Premium
1493,40,Male,India,Standard
1494,54,Female,India,Standard
1495,25,Male,India,Standard
1496,45,Female,UK,Student
1497,25,Male,India,Family
1498,49,Male,Canada,Premium
1499,24,Female,India,Standard
1500,35,Male,USA,Family
1501,62,Male,India,Standard
1502,26,Female,India,Premium
1503,51,Female,India,Basic
1504,65,Female,India,Student
1505,21,Male,Canada,Standard
1506,38,Male,India,Standard
1507,34,Female,India,Standard
1508,36,Male,India,Basic
1509,62,Female,India,Premium
1510,45,Male,India,Basic
1511,63,Female,India,Standard
1512,37,Female,India,Premium
1513,62,Male,India,Premium
1514,20,Male,India,Student
1515,38,Female,Australia,Standard
1516,23,Male,India,Family
1517,64,Male,India,Basic
1518,52,Female,India,Student
1519,39,Female,India,Standard
1520,27,Female,USA,Basic
1521,34,Male,India,Basic
1522,31,Female,India,Standard
1523,24,Female,India,Student
1524,39,Female,India,Student
1525,48,Female,India,Premium
1526,41,Female,UK,Standard
1527,53,Male,India,Standard
1528,34,Female,India,Standard
1529,46,Female,India,Premium
1530,22,Female,India,Standard
1531,47,Male,UK,Standard
1532,45,Male,India,Basic
1533,27,Male,India,Standard
1534,24,Female,India,Basic
1535,39,Male,India,Premium
1536,64,Female,India,Basic
1537,53,Male,Canada,Premium
1538,30,Male,India,Family
1539,58,Female,India,Standard
1540,49,Female,India,Standard
1541,36,Male,India,Premium
1542,26,Male,India,Basic
1543,36,Female,Canada,Basic
1544,23,Female,India,Family
1545,45,Male,India,Basic
1546,36,Female,India,Family
1547,35,Female,India,Student
1548,47,Female,Australia,Standard
1549,30,Female,India,Basic
1550,59,Female,India,Premium
1551,62,Male,UK,Premium
1552,23,Female,India,Family
1553,45,Female,India,Student
1554,29,Male,India,Student
1555,50,Male,India,Standard
1556,35,Male,India,Basic
1557,42,Male,USA,Student
1558,31,Male,India,Standard
1559,37,Male,India,Premium
1560,50,Male,India,Standard
1561,26,Male,USA,Premium
1562,30,Female,India,Student
1563,59,Female,India,Basic
1564,46,Male,India,Premium
1565,49,Female,Australia,Standard
1566,29,Male,India,Student
1567,25,Female,India,Basic
1568,36,Female,Canada,Standard
1569,55,Female,India,Standard
1570,42,Male,India,Basic
1571,37,Male,Canada,Family
1572,39,Male,Canada,Premium
1573,29,Female,India,Premium
1574,65,Female,India,Standard
1575,27,Female,India,Family
1576,64,Male,India,Family
1577,34,Female,Australia,Standard
1578,54,Male,Canada,Standard
1579,38,Female,India,Standard
1580,65,Female,India,Premium
1581,53,Male,USA,Family
1582,49,Female,India,Family
1583,33,Female,Australia,Student
1584,31,Male,India,Premium
1585,62,Male,India,Standard
1586,26,Female,India,Basic
1587,44,Female,Canada,Standard
1588,41,Male,India,Family
1589,46,Female,UK,Standard
1590,19,Female,Canada,Family
1591,20,Male,India,Standard
1592,22,Male,India,Standard
1593,42,Male,India,Basic
1594,51,Male,India,Family
1595,22,Male,Australia,Premium
1596,46,Male,UK,Student
1597,28,Female,India,Premium
1598,56,Female,Australia,Premium
1599,32,Male,UK,Basic
1600,50,Female,India,Basic
1601,30,Male,Canada,Basic
1602,63,Female,UK,Premium
1603,26,Male,India,Standard
1604,47,Male,India,Family
1605,34,Male,India,Standard
1606,49,Female,UK,Standard
1607,54,Female,India,Standard
1608,65,Male,USA,Standard
1609,64,Male,India,Standard
1610,50,Female,India,Standard
1611,47,Male,India,Standard
1612,30,Male,India,Standard
1613,48,Female,USA,Standard
1614,30,Male,India,Student
1615,52,Male,India,Student
1616,21,Female,India,Student
1617,19,Female,India,Standard
1618,60,Female,India,Basic
1619,25,Female,India,Basic
1620,58,Female,India,Standard
1621,46,Female,India,Basic
1622,60,Male,India,Premium
1623,25,Male,Canada,Standard
1624,60,Female,India,Standard
1625,19,Male,India,Premium
1626,58,Male,India,Standard
1627,33,Male,India,Standard
1628,33,Female,India,Family
1629,41,Male,USA,Student
1630,43,Male,India,Basic
1631,62,Female,India,Basic
1632,64,Male,Canada,Standard
1633,27,Female,USA,Basic
1634,40,Male,India,Premium
1635,54,Female,India,Student
1636,45,Male,India,Family
1637,35,Male,India,Student
1638,40,Male,India,Standard
1639,24,Male,USA,Student
1640,43,Female,India,Basic
1641,29,Female,India,Basic
1642,31,Female,Australia,Premium
1643,25,Male,India,Standard
1644,57,Female,India,Standard
1645,62,Male,Canada,Student
1646,59,Female,India,Basic
1647,51,Male,UK,Basic
1648,65,Female,Australia,Standard
1649,49,Male,India,Standard
1650,56,Female,Canada,Standard
1651,23,Male,India,Student
1652,64,Female,India,Student
1653,37,Male,Australia,Premium
1654,50,Male,India,Premium
1655,32,Male,India,Standard
1656,50,Female,UK,Standard
1657,26,Male,USA,Family
1658,24,Male,India,Family
1659,42,Female,India,Premium
1660,37,Male,India,Family
1661,50,Male,India,Student
1662,55,Female,India,Standard
1663,58,Female,Canada,Premium
1664,61,Female,UK,Premium
1665,35,Female,India,Premium
1666,44,Male,India,Premium
1667,55,Female,Australia,Basic
1668,47,Male,India,Student
1669,57,Female,Australia,Premium
1670,19,Female,India,Standard
1671,41,Male,UK,Family
1672,52,Male,UK,Standard
1673,60,Female,USA,Student
1674,53,Male,India,Student
1675,49,Female,India,Basic
1676,50,Female,USA,Standard
1677,20,Male,India,Premium
1678,39,Male,Canada,Family
1679,18,Male,India,Student
1680,36,Female,India,Student
1681,25,Female,India,Basic
1682,39,Female,India,Family
1683,53,Male,Canada,Standard
1684,64,Male,India,Standard
1685,23,Male,India,Premium
1686,30,Female,UK,Standard
1687,42,Female,India,Basic
1688,63,Female,India,Basic
1689,29,Female,India,Standard
1690,53,Female,India,Student
1691,30,Male,India,Basic
1692,25,Male,Canada,Standard
1693,46,Female,India,Student
1694,19,Male,UK,Standard
1695,44,Male,India,Student
1696,21,Female,India,Premium
1697,48,Female,India,Basic
1698,26,Male,UK,Standard
1699,23,Female,India,Premium
1700,52,Male,India,Family
1701,47,Female,India,Basic
1702,30,Female,India,Student
1703,40,Female,India,Basic
1704,29,Female,India,Standard
1705,38,Male,India,Basic
1706,33,Male,India,Student
1707,35,Male,India,Family
1708,28,Female,India,Family
1709,56,Female,India,Standard
1710,45,Male,UK,Standard
1711,45,Male,Australia,Premium
1712,48,Female,India,Premium
1713,41,Male,India,Standard
1714,34,Male,Australia,Student
1715,19,Female,India,Premium
1716,56,Male,Australia,Family
1717,61,Male,UK,Standard
1718,47,Female,UK,Standard
1719,48,Male,UK,Basic
1720,23,Female,Canada,Student
1721,23,Female,India,Standard
1722,44,Female,India,Basic
1723,52,Male,India,Standard
1724,22,Male,India,Premium
1725,59,Male,Australia,Standard
1726,28,Male,USA,Standard
1727,18,Female,Canada,Standard
1728,53,Male,India,Basic
1729,34,Female,USA,Standard
1730,63,Male,India,Family
1731,59,Male,Australia,Standard
1732,55,Female,India,Standard
1733,21,Male,India,Student
1734,33,Female,UK,Premium
1735,29,Female,USA,Standard
1736,59,Male,India,Standard
1737,32,Male,UK,Standard
1738,26,Male,India,Standard
1739,38,Male,India,Premium
1740,34,Male,India,Standard
1741,31,Female,India,Standard
1742,34,Male,Australia,Premium
1743,58,Male,India,Premium
1744,36,Female,Australia,Standard
1745,46,Male,India,Student
1746,24,Female,India,Premium
1747,36,Female,India,Student
1748,27,Female,India,Student
1749,45,Male,India,Family
1750,43,Female,India,Student
1751,55,Female,UK,Standard
1752,31,Female,Canada,Premium
1753,57,Male,India,Student
1754,23,Female,India,Premium
1755,62,Female,India,Premium
1756,31,Female,India,Premium
1757,36,Male,India,Basic
1758,26,Male,India,Premium
1759,29,Male,India,Standard
1760,26,Female,India,Standard
1761,32,Female,India,Premium
1762,44,Female,India,Standard
1763,56,Female,India,Premium
1764,50,Male,India,Standard
1765,43,Male,India,Basic
1766,46,Male,India,Standard
1767,35,Male,India,Standard
1768,62,Female,India,Student
1769,60,Female,India,Standard
1770,37,Female,India,Standard
1771,30,Female,India,Premium
1772,51,Male,Australia,Premium
1773,60,Male,Canada,Standard
1774,39,Male,India,Student
1775,33,Female,India,Standard
1776,63,Female,Australia,Standard
1777,62,Female,India,Premium
1778,62,Male,India,Standard
1779,44,Male,India,Premium
1780,30,Female,India,Standard
1781,32,Female,India,Premium
1782,36,Female,Australia,Basic
1783,38,Female,USA,Premium
1784,42,Female,India,Premium
1785,43,Female,USA,Premium
1786,19,Male,Canada,Premium
1787,49,Male,India,Premium
1788,44,Male,India,Standard
1789,39,Male,India,Premium
1790,42,Male,Australia,Standard
1791,22,Female,Canada,Premium
1792,29,Male,Canada,Family
1793,26,Female,UK,Premium
1794,46,Female,India,Standard
1795,51,Female,USA,Basic
1796,56,Female,India,Standard
1797,36,Female,India,Standard
1798,56,Female,UK,Basic
1799,23,Female,UK,Family
1800,28,Female,Canada,Standard
1801,61,Female,UK,Standard
1802,58,Female,Canada,Family
1803,62,Male,UK,Standard
1804,20,Female,India,Family
1805,27,Female,India,Student
1806,57,Female,India,Premium
1807,47,Male,India,Premium
1808,27,Female,Australia,Standard
1809,20,Male,India,Premium
1810,26,Female,Canada,Premium
1811,51,Female,India,Standard
1812,51,Male,India,Standard
1813,53,Female,India,Basic
1814,41,Male,India,Family
1815,63,Male,India,Basic
1816,62,Female,India,Standard
1817,39,Female,Australia,Basic
1818,51,Female,India,Standard
1819,50,Female,India,Student
1820,49,Male,India,Family
1821,27,Female,Australia,Standard
1822,46,Male,USA,Standard
1823,62,Female,India,Standard
1824,20,Male,UK,Student
1825,49,Female,India,Standard
1826,29,Male,India,Premium
1827,61,Male,UK,Standard
1828,56,Male,India,Basic
1829,42,Male,Canada,Premium
1830,62,Male,Australia,Basic
1831,30,Male,USA,Family
1832,28,Male,India,Standard
1833,41,Male,India,Premium
1834,51,Female,Canada,Premium
1835,42,Female,India,Basic
1836,27,Female,India,Premium
1837,44,Male,India,Standard
1838,27,Male,India,Premium
1839,41,Female,India,Student
1840,53,Male,USA,Student
1841,51,Male,India,Premium
1842,41,Female,India,Basic
1843,61,Female,India,Family
1844,49,Male,USA,Family
1845,28,Male,India,Family
1846,25,Male,UK,Premium
1847,27,Female,Canada,Basic
1848,21,Female,India,Premium
1849,24,Female,India,Premium
1850,38,Male,Canada,Premium
1851,51,Male,Australia,Family
1852,57,Female,India,Basic
1853,63,Male,UK,Premium
1854,65,Female,India,Standard
1855,59,Female,Australia,Basic
1856,23,Male,India,Standard
1857,45,Male,UK,Premium
1858,50,Male,India,Basic
1859,57,Male,India,Family
1860,52,Male,UK,Premium
1861,42,Male,Australia,Standard
1862,36,Female,India,Student
1863,26,Male,India,Basic
1864,43,Female,India,Family
1865,39,Female,UK,Premium
1866,48,Male,India,Family
1867,41,Female,Canada,Family
1868,22,Male,India,Standard
1869,27,Male,Australia,Premium
1870,51,Female,India,Standard
1871,63,Female,India,Premium
1872,23,Female,India,Basic
1873,27,Male,India,Student
1874,37,Male,India,Basic
1875,20,Female,USA,Premium
1876,32,Male,Canada,Basic
1877,41,Female,India,Student
1878,42,Female,Canada,Family
1879,37,Male,USA,Standard
1880,64,Male,India,Premium
1881,57,Male,India,Standard
1882,57,Male,India,Premium
1883,63,Female,UK,Basic
1884,61,Male,India,Student
1885,33,Female,India,Family
1886,49,Female,India,Basic
1887,35,Female,India,Basic
1888,44,Male,India,Family
1889,44,Male,Australia,Standard
1890,30,Male,Australia,Standard
1891,61,Female,India,Basic
1892,19,Female,India,Basic
1893,37,Female,India,Standard
1894,34,Female,India,Standard
1895,35,Female,USA,Student
1896,21,Male,India,Premium
1897,37,Male,India,Student
1898,45,Female,India,Student
1899,61,Male,India,Basic
1900,29,Female,India,Standard
1901,48,Female,India,Student
1902,46,Female,UK,Premium
1903,58,Female,India,Student
1904,40,Male,USA,Premium
1905,57,Male,UK,Premium
1906,56,Female,India,Family
1907,55,Male,India,Basic
1908,48,Male,India,Basic
1909,49,Male,India,Student
1910,29,Male,India,Student
1911,50,Male,India,Family
1912,52,Female,Australia,Basic
1913,52,Male,India,Basic
1914,43,Male,Australia,Premium
1915,61,Male,Australia,Student
1916,28,Male,India,Basic
1917,56,Female,India,Standard
1918,58,Male,India,Basic
1919,36,Female,India,Standard
1920,63,Male,UK,Standard
1921,65,Female,India,Student
1922,64,Male,India,Student
1923,19,Female,Australia,Standard
1924,41,Male,USA,Standard
1925,24,Female,India,Student
1926,31,Female,India,Premium
1927,36,Male,India,Family
1928,47,Male,India,Basic
1929,27,Male,India,Premium
1930,29,Male,USA,Basic
1931,48,Female,Canada,Standard
1932,56,Male,India,Basic
1933,31,Female,India,Basic
1934,58,Female,India,Standard
1935,28,Female,UK,Premium
1936,61,Female,India,Student
1937,63,Female,India,Premium
1938,65,Male,India,Premium
1939,44,Male,India,Family
1940,22,Male,India,Student
1941,23,Male,India,Basic
1942,24,Male,Canada,Basic
1943,38,Female,India,Student
1944,63,Male,Australia,Basic
1945,52,Female,India,Premium
1946,64,Male,India,Premium
1947,40,Male,India,Student
1948,63,Male,India,Basic
1949,59,Male,India,Premium
1950,37,Female,India,Student
1951,35,Female,USA,Standard
1952,25,Female,India,Basic
1953,46,Female,India,Family
1954,30,Female,India,Basic
1955,31,Male,Canada,Standard
1956,21,Female,UK,Family
1957,28,Female,India,Student
1958,32,Female,India,Family
1959,23,Male,UK,Basic
1960,45,Female,Australia,Premium
1961,31,Male,Canada,Student
1962,19,Male,India,Standard
1963,60,Male,India,Basic
1964,29,Male,India,Basic
1965,38,Male,India,Student
1966,61,Female,India,Premium
1967,57,Female,Canada,Premium
1968,30,Female,India,Premium
1969,52,Female,India,Basic
1970,63,Female,USA,Student
1971,57,Female,UK,Standard
1972,27,Male,Canada,Premium
1973,31,Female,India,Family
1974,32,Male,India,Student
1975,55,Female,Canada,Premium
1976,49,Male,India,Basic
1977,57,Female,UK,Basic
1978,42,Female,India,Standard
1979,48,Male,UK,Premium
1980,21,Female,India,Standard
1981,46,Female,India,Basic
1982,55,Male,India,Basic
1983,64,Female,Canada,Standard
1984,20,Male,Australia,Standard
1985,63,Male,USA,Premium
1986,55,Male,India,Premium
1987,20,Female,USA,Basic
1988,42,Male,USA,Family
1989,34,Male,India,Student
1990,23,Male,USA,Premium
1991,47,Male,USA,Basic
1992,39,Female,India,Premium
1993,50,Male,India,Student
1994,33,Male,India,Premium
1995,62,Female,India,Standard
1996,57,Female,USA,Basic
1997,37,Male,Australia,Standard
1998,33,Female,Australia,Basic
1999,38,Male,India,Premium
2000,39,Male,India,Basic
2001,24,Male,India,Student
2002,19,Male,India,Student
2003,25,Female,India,Family
2004,30,Male,UK,Premium
2005,56,Female,India,Family
2006,39,Female,India,Standard
2007,34,Female,India,Premium
2008,48,Male,India,Basic
2009,46,Female,India,Family
2010,42,Male,India,Standard
2011,41,Male,Canada,Standard
2012,18,Female,USA,Student
2013,25,Male,India,Standard
2014,54,Female,Canada,Premium
2015,36,Female,USA,Basic
2016,55,Female,USA,Standard
2017,41,Female,Canada,Standard
2018,34,Male,India,Standard
2019,49,Female,India,Student
2020,28,Female,USA,Standard
2021,28,Female,India,Basic
2022,59,Male,India,Premium
2023,61,Female,India,Student
2024,25,Female,Canada,Standard
2025,65,Male,India,Premium
2026,44,Female,India,Standard
2027,50,Female,India,Standard
2028,31,Female,Canada,Basic
2029,63,Male,India,Basic
2030,59,Male,India,Premium
2031,47,Female,India,Premium
