watch_id,user_id,content_id,device,watch_date,minutes_watched,completed,rating
2086,3758,292,Smart TV,2026-01-06,85,No,5
2087,2694,99,Mobile,2025-08-22,74,No,3
2088,2857,865,Laptop,2025-10-02,82,No,3
2089,4100,92,Mobile,2026-03-02,100,Yes,3
2090,4140,397,Smart TV,2025-07-28,114,Yes,3
2091,3340,798,Laptop,2026-04-22,91,Yes,5
2092,4081,41,Smart TV,2025-12-09,142,Yes,5
2093,144,25,Laptop,2026-05-17,122,Yes,4
2094,468,328,Smart TV,2025-08-14,87,No,3
2095,309,610,Mobile,2026-04-18,105,Yes,2
2096,4356,660,Laptop,2025-10-31,83,No,5
2097,415,269,Tablet,2025-08-04,98,Yes,5
2098,203,141,Mobile,2025-11-12,88,No,5
2099,3752,736,Mobile,2025-11-26,78,No,5
2100,2004,444,Smart TV,2026-04-29,101,Yes,5
2101,1023,433,Tablet,2025-12-28,92,Yes,4
2102,3980,888,Tablet,2026-05-29,66,No,4
2103,1935,681,Mobile,2026-04-30,113,Yes,4
2104,3290,189,Tablet,2025-12-22,107,Yes,4
2105,3253,837,Smart TV,2026-06-13,105,Yes,3
2106,6,598,Laptop,2026-02-23,117,Yes,5
2107,3554,857,Tablet,2026-02-19,112,Yes,4
2108,2598,728,Mobile,2025-12-02,122,Yes,4
2109,1140,360,Tablet,2026-02-14,126,Yes,4
2110,358,189,Laptop,2025-09-15,97,Yes,5
2111,2864,642,Mobile,2025-10-12,99,Yes,5
2112,109,401,Tablet,2025-10-26,130,Yes,4
2113,1485,194,Smart TV,2026-05-31,136,Yes,3
2114,4084,140,Smart TV,2026-01-14,64,No,5
2115,1960,753,Mobile,2025-09-27,153,Yes,4
2116,2270,680,Tablet,2026-07-08,122,Yes,4
2117,1707,260,Smart TV,2026-01-12,129,Yes,5
2118,3432,527,Laptop,2026-04-15,110,Yes,5
2119,2894,876,Tablet,2025-12-18,33,No,5
2120,3775,483,Laptop,2026-07-08,130,Yes,3
2121,2063,747,Laptop,2025-12-06,133,Yes,3
2122,2959,545,Tablet,2026-06-17,100,Yes,5
2123,4944,714,Tablet,2026-05-19,84,No,5
2124,2830,30,Tablet,2025-11-03,79,No,4
2125,40,24,Mobile,2026-05-03,85,No,5
2126,1905,636,Smart TV,2025-12-23,95,Yes,4
2127,4720,890,Tablet,2025-09-12,61,No,5
2128,3116,353,Mobile,2025-10-09,107,Yes,5
2129,2397,266,Mobile,2026-07-08,152,Yes,4
2130,2494,321,Tablet,2025-08-04,124,Yes,2
2131,3733,257,Mobile,2025-12-20,93,Yes,3
2132,1367,104,Tablet,2026-02-04,110,Yes,5
2133,1309,61,Smart TV,2026-06-23,98,Yes,4
2134,4897,447,Mobile,2026-07-20,96,Yes,5
2135,1025,693,Smart TV,2025-11-08,126,Yes,4
2136,316,871,Laptop,2026-04-23,120,Yes,4
2137,379,805,Mobile,2025-12-27,87,No,3
2138,4968,340,Mobile,2026-07-20,140,Yes,4
2139,2451,630,Smart TV,2026-03-30,60,No,5
2140,973,418,Mobile,2026-03-16,55,No,4
2141,3703,522,Tablet,2026-03-08,88,No,5
2142,1275,564,Tablet,2026-04-05,136,Yes,3
2143,934,579,Tablet,2026-03-05,139,Yes,5
2144,664,58,Laptop,2025-11-03,141,Yes,5
2145,4266,569,Smart TV,2026-03-28,80,No,5
2146,3275,49,Mobile,2026-04-30,114,Yes,4
2147,2851,550,Smart TV,2026-07-09,77,No,5
2148,1083,50,Mobile,2026-06-21,68,No,4
2149,808,561,Laptop,2026-04-13,132,Yes,3
2150,3169,653,Smart TV,2025-09-27,93,Yes,5
2151,3924,615,Tablet,2026-05-16,130,Yes,2
2152,351,83,Mobile,2025-09-19,143,Yes,3
2153,226,222,Mobile,2025-10-14,110,Yes,4
2154,2490,373,Tablet,2025-09-05,140,Yes,4
2155,3505,450,Mobile,2026-05-05,59,No,3
2156,4790,138,Tablet,2025-08-10,72,No,4
2157,4461,843,Smart TV,2025-09-30,102,Yes,2
2158,564,401,Smart TV,2026-05-12,127,Yes,5
2159,3745,701,Smart TV,2025-11-13,135,Yes,3
2160,4358,426,Tablet,2025-10-04,148,Yes,4
2161,4183,222,Smart TV,2026-06-19,107,Yes,4
2162,1860,591,Smart TV,2025-08-18,141,Yes,3
2163,3141,287,Mobile,2025-12-15,147,Yes,5
2164,3701,161,Tablet,2025-09-04,107,Yes,2
2165,3281,492,Tablet,2025-10-14,116,Yes,4
2166,2334,59,Smart TV,2025-12-24,89,No,4
2167,3421,98,Mobile,2026-07-24,114,Yes,5
2168,3330,418,Mobile,2026-05-30,103,Yes,5
2169,3395,313,Smart TV,2026-01-23,105,Yes,5
2170,4834,171,Mobile,2026-06-30,146,Yes,4
2171,1407,822,Tablet,2026-02-28,129,Yes,4
2172,4739,47,Mobile,2026-04-13,133,Yes,4
2173,2728,432,Mobile,2026-02-25,127,Yes,4
2174,2640,829,Mobile,2026-02-25,113,Yes,3
2175,2082,184,Smart TV,2026-04-12,68,No,4
2176,2140,845,Laptop,2026-07-19,187,Yes,4
2177,3853,755,Mobile,2025-09-06,52,No,3
2178,3808,747,Smart TV,2026-06-22,113,Yes,4
2179,762,66,Smart TV,2026-05-26,125,Yes,5
2180,1115,232,Mobile,2025-09-17,110,Yes,4
2181,2215,538,Mobile,2025-09-11,81,No,5
2182,119,103,Laptop,2026-07-13,102,Yes,4
2183,253,251,Mobile,2025-11-27,106,Yes,5
2184,4217,345,Laptop,2025-12-25,169,Yes,3
2185,4417,479,Laptop,2025-08-19,65,No,3
2186,458,78,Mobile,2026-02-07,140,Yes,5
2187,1438,179,Tablet,2025-12-28,81,No,4
2188,1376,551,Mobile,2025-10-16,79,No,4
2189,134,313,Laptop,2025-08-22,124,Yes,3
2190,1539,207,Smart TV,2025-10-21,121,Yes,3
2191,3574,520,Laptop,2025-08-06,53,No,4
2192,4543,461,Smart TV,2025-10-17,94,Yes,5
2193,4285,492,Smart TV,2025-10-11,150,Yes,5
2194,4923,482,Laptop,2025-11-06,82,No,3
2195,4849,564,Smart TV,2026-03-09,139,Yes,2
2196,3553,552,Tablet,2026-05-18,118,Yes,4
2197,3550,268,Mobile,2025-08-02,93,Yes,1
2198,3671,492,Tablet,2025-10-09,110,Yes,5
2199,164,679,Laptop,2026-07-01,72,No,4
2200,3015,336,Laptop,2026-07-19,119,Yes,5
2201,4724,319,Smart TV,2026-06-09,121,Yes,5
2202,4400,821,Mobile,2025-09-08,81,No,2
2203,4415,503,Smart TV,2026-06-15,99,Yes,5
2204,2043,777,Mobile,2025-11-29,59,No,4
2205,179,145,Tablet,2026-01-29,90,Yes,5
2206,4127,890,Tablet,2025-12-27,94,Yes,4
2207,423,221,Laptop,2026-06-09,139,Yes,4
2208,2004,74,Smart TV,2026-02-25,117,Yes,4
2209,392,859,Tablet,2026-02-22,103,Yes,5
2210,1114,402,Laptop,2026-05-18,84,No,5
2211,4063,792,Laptop,2025-08-16,103,Yes,4
2212,4813,457,Laptop,2026-07-02,97,Yes,4
2213,205,24,Tablet,2026-03-13,127,Yes,4
2214,2598,668,Mobile,2026-02-27,100,Yes,2
2215,275,366,Smart TV,2025-09-14,75,No,3
2216,3463,185,Smart TV,2026-02-24,141,Yes,4
2217,302,876,Mobile,2025-07-29,76,No,5
2218,638,784,Laptop,2026-06-09,83,No,5
2219,3669,79,Laptop,2026-07-01,151,Yes,5
2220,1,751,Tablet,2025-12-13,80,No,4
2221,3055,352,Mobile,2026-07-06,77,No,1
2222,30,191,Tablet,2026-06-11,72,No,5
2223,3460,69,Mobile,2025-08-14,124,Yes,4
2224,3696,605,Laptop,2025-08-01,106,Yes,4
2225,1051,621,Laptop,2025-12-28,97,Yes,5
2226,4134,859,Mobile,2026-03-01,111,Yes,3
2227,4071,209,Smart TV,2025-09-03,113,Yes,4
2228,2192,548,Laptop,2026-04-16,72,No,4
2229,4006,638,Laptop,2026-06-30,72,No,5
2230,2706,860,Tablet,2025-09-09,105,Yes,5
2231,1806,586,Mobile,2026-03-31,117,Yes,2
2232,1549,622,Laptop,2026-04-10,100,Yes,5
2233,427,528,Smart TV,2025-08-03,85,No,5
2234,1611,657,Laptop,2026-06-10,102,Yes,4
2235,2432,546,Mobile,2025-09-01,60,No,5
2236,2563,760,Smart TV,2026-01-26,153,Yes,5
2237,1506,629,Laptop,2025-12-30,110,Yes,4
2238,188,712,Tablet,2026-03-09,65,No,5
2239,4313,257,Mobile,2026-03-29,76,No,5
2240,4090,412,Tablet,2025-09-18,98,Yes,5
2241,4068,12,Smart TV,2026-04-03,87,No,4
2242,1061,467,Smart TV,2025-12-15,96,Yes,4
2243,2783,261,Tablet,2026-03-06,184,Yes,3
2244,2714,151,Mobile,2026-02-15,78,No,5
2245,105,868,Tablet,2026-06-30,117,Yes,3
2246,4748,86,Tablet,2026-05-10,137,Yes,2
2247,2904,226,Tablet,2026-04-12,67,No,4
2248,1947,675,Tablet,2026-04-25,58,No,4
2249,1586,287,Laptop,2026-01-04,81,No,5
2250,1699,739,Laptop,2026-02-24,158,Yes,4
2251,1000,577,Laptop,2025-09-05,131,Yes,2
2252,3350,58,Smart TV,2025-11-03,172,Yes,5
2253,4236,542,Laptop,2025-10-29,55,No,5
2254,4382,163,Mobile,2026-05-07,84,No,5
2255,4213,745,Tablet,2026-06-05,84,No,5
2256,4520,276,Laptop,2025-09-05,92,Yes,3
2257,3913,701,Smart TV,2025-08-11,127,Yes,2
2258,528,396,Tablet,2025-09-15,124,Yes,2
2259,4039,230,Tablet,2026-05-02,69,No,4
2260,915,614,Smart TV,2025-09-18,88,No,4
2261,1505,406,Mobile,2026-07-05,118,Yes,4
2262,2301,288,Laptop,2026-06-29,145,Yes,3
2263,2082,51,Mobile,2026-04-29,165,Yes,4
2264,2734,248,Tablet,2025-11-11,88,No,2
2265,130,158,Mobile,2025-12-19,123,Yes,3
2266,1129,645,Smart TV,2026-06-19,108,Yes,5
2267,4348,757,Laptop,2026-04-29,49,No,5
2268,1782,690,Tablet,2025-12-17,91,Yes,5
2269,2129,380,Tablet,2026-02-23,74,No,3
2270,184,85,Mobile,2026-05-24,83,No,4
2271,787,170,Smart TV,2025-12-18,143,Yes,3
2272,2004,488,Tablet,2026-03-25,75,No,5
2273,2963,628,Smart TV,2026-03-21,118,Yes,4
2274,835,820,Smart TV,2026-06-15,110,Yes,5
2275,1975,355,Laptop,2026-01-04,107,Yes,4
2276,2729,880,Laptop,2025-10-17,107,Yes,3
2277,4396,361,Tablet,2025-08-24,98,Yes,3
2278,3997,547,Laptop,2025-09-06,87,No,5
2279,3055,855,Tablet,2026-05-05,123,Yes,4
2280,363,544,Mobile,2026-07-21,146,Yes,4
2281,2474,19,Mobile,2026-04-23,91,Yes,5
2282,4037,826,Laptop,2026-06-08,96,Yes,2
2283,1776,382,Mobile,2026-06-17,133,Yes,4
2284,2851,41,Tablet,2026-04-05,90,Yes,2
2285,4005,183,Laptop,2025-10-03,75,No,4
2286,1937,694,Laptop,2025-09-02,146,Yes,4
2287,4319,60,Smart TV,2026-02-13,125,Yes,5
2288,2830,627,Mobile,2026-07-12,79,No,3
2289,2538,872,Laptop,2025-11-20,73,No,4
2290,2196,787,Mobile,2025-11-26,138,Yes,5
2291,4594,26,Laptop,2025-11-20,119,Yes,5
2292,2167,519,Tablet,2025-11-22,104,Yes,5
2293,619,171,Smart TV,2026-02-11,86,No,5
2294,1203,886,Tablet,2025-11-22,68,No,4
2295,1482,325,Laptop,2025-09-17,93,Yes,5
2296,2807,461,Mobile,2026-07-04,148,Yes,5
2297,4859,740,Laptop,2026-01-11,93,Yes,4
2298,1103,77,Smart TV,2025-11-15,113,Yes,4
2299,1385,12,Mobile,2025-09-16,98,Yes,3
2300,4695,678,Tablet,2025-09-24,79,No,2
2301,22,495,Tablet,2025-10-02,131,Yes,4
2302,3234,106,Smart TV,2025-09-26,90,Yes,5
2303,3282,479,Mobile,2025-09-06,77,No,4
2304,4991,257,Tablet,2026-02-17,141,Yes,5
2305,4884,127,Laptop,2026-02-04,124,Yes,5
2306,89,121,Smart TV,2026-06-07,212,Yes,4
2307,1408,144,Mobile,2025-07-29,150,Yes,5
2308,4214,864,Smart TV,2026-07-23,130,Yes,5
2309,678,460,Laptop,2026-01-30,95,Yes,4
2310,2828,167,Laptop,2026-03-03,127,Yes,5
2311,2707,651,Mobile,2026-04-10,126,Yes,2
2312,3981,354,Tablet,2026-03-25,145,Yes,2
2313,2704,260,Laptop,2025-11-02,114,Yes,4
2314,3308,684,Mobile,2026-01-19,94,Yes,4
2315,4810,685,Mobile,2026-01-31,98,Yes,5
2316,3443,774,Laptop,2026-04-22,118,Yes,4
2317,4806,450,Mobile,2026-01-29,126,Yes,5
2318,3963,799,Laptop,2025-10-15,72,No,3
2319,2513,690,Tablet,2026-04-14,73,No,4
2320,4724,346,Mobile,2025-11-01,87,No,4
2321,2858,445,Smart TV,2025-09-04,93,Yes,4
2322,3903,883,Tablet,2026-05-23,154,Yes,5
2323,3329,509,Smart TV,2025-12-22,94,Yes,4
2324,1953,568,Smart TV,2025-09-04,118,Yes,5
2325,2355,198,Mobile,2026-06-14,84,No,5
2326,3287,387,Smart TV,2025-09-06,123,Yes,1
2327,4405,144,Mobile,2026-06-20,107,Yes,4
2328,2171,848,Laptop,2026-02-14,77,No,5
2329,4263,371,Laptop,2026-03-21,98,Yes,4
2330,2480,820,Tablet,2025-09-24,101,Yes,5
2331,225,740,Smart TV,2025-09-18,127,Yes,4
2332,2671,214,Tablet,2026-01-25,83,No,4
2333,625,825,Laptop,2025-11-18,54,No,3
2334,941,200,Mobile,2026-01-03,126,Yes,4
2335,2773,22,Smart TV,2026-06-10,102,Yes,4
2336,2225,543,Smart TV,2026-06-25,96,Yes,3
2337,3822,19,Laptop,2026-02-20,95,Yes,4
2338,1883,548,Laptop,2025-09-13,110,Yes,5
2339,4043,706,Tablet,2026-05-12,135,Yes,4
2340,3649,411,Mobile,2025-10-30,71,No,3
2341,58,740,Tablet,2025-12-13,152,Yes,4
2342,4682,869,Laptop,2025-09-19,93,Yes,4
2343,2201,600,Smart TV,2025-12-25,147,Yes,1
2344,1024,217,Mobile,2026-03-22,74,No,5
2345,2480,318,Laptop,2026-01-15,66,No,5
2346,654,183,Tablet,2026-04-01,106,Yes,4
2347,2113,314,Laptop,2025-11-24,75,No,3
2348,3904,416,Smart TV,2026-02-25,67,No,4
2349,1855,663,Laptop,2026-05-15,98,Yes,2
2350,409,68,Laptop,2025-11-01,77,No,2
2351,1134,609,Mobile,2025-12-31,106,Yes,4
2352,2199,696,Smart TV,2025-08-09,150,Yes,5
2353,2546,888,Tablet,2025-08-18,123,Yes,3
2354,1825,626,Tablet,2025-08-11,100,Yes,3
2355,2647,711,Tablet,2025-11-26,134,Yes,5
2356,1340,799,Tablet,2026-05-22,90,Yes,3
2357,456,465,Mobile,2026-06-26,125,Yes,4
2358,2662,54,Smart TV,2026-01-06,112,Yes,5
2359,502,373,Smart TV,2025-12-11,90,Yes,5
2360,1737,706,Smart TV,2026-05-10,118,Yes,3
2361,4186,253,Tablet,2025-09-22,89,No,5
2362,1885,866,Smart TV,2026-05-25,57,No,2
2363,3758,236,Mobile,2026-06-11,96,Yes,3
2364,233,375,Laptop,2026-05-03,132,Yes,4
2365,429,664,Laptop,2025-10-18,72,No,4
2366,718,523,Tablet,2026-07-15,115,Yes,4
2367,2829,761,Laptop,2025-08-18,74,No,5
2368,4074,125,Tablet,2026-04-08,50,No,4
2369,143,421,Mobile,2026-03-23,62,No,4
2370,2589,798,Tablet,2025-09-28,109,Yes,4
2371,3158,431,Tablet,2025-11-03,81,No,4
2372,4139,608,Mobile,2025-12-02,74,No,5
2373,1774,526,Smart TV,2025-12-16,113,Yes,5
2374,933,485,Mobile,2025-11-28,120,Yes,4
2375,289,410,Tablet,2025-12-26,107,Yes,5
2376,15,886,Tablet,2026-06-10,113,Yes,4
2377,1830,228,Tablet,2025-09-24,102,Yes,4
2378,2092,623,Tablet,2026-06-11,101,Yes,4
2379,3105,71,Tablet,2026-04-19,101,Yes,5
2380,2994,311,Mobile,2025-08-24,90,Yes,4
2381,266,855,Tablet,2025-10-19,90,Yes,1
2382,1983,102,Tablet,2026-07-13,90,Yes,4
2383,2320,13,Smart TV,2025-12-13,91,Yes,3
2384,195,303,Mobile,2025-09-13,84,No,4
2385,3754,490,Laptop,2026-03-17,135,Yes,4
2386,4311,61,Mobile,2025-08-13,69,No,3
2387,146,732,Mobile,2025-11-29,129,Yes,5
2388,3175,509,Laptop,2026-07-07,91,Yes,4
2389,3312,131,Mobile,2026-07-14,127,Yes,5
2390,837,676,Mobile,2025-09-12,130,Yes,4
2391,99,413,Mobile,2025-09-22,48,No,4
2392,4533,498,Tablet,2026-04-05,91,Yes,4
2393,2309,16,Smart TV,2026-07-04,80,No,5
2394,578,241,Mobile,2026-07-22,118,Yes,3
2395,4367,390,Mobile,2025-09-20,83,No,3
2396,699,802,Mobile,2025-12-04,98,Yes,1
2397,4910,744,Tablet,2025-10-05,91,Yes,5
2398,2302,72,Mobile,2026-06-08,64,No,3
2399,1897,119,Mobile,2025-08-05,89,No,5
2400,392,304,Smart TV,2025-11-10,111,Yes,5
2401,2227,783,Tablet,2025-08-29,70,No,5
2402,224,461,Laptop,2026-02-09,88,No,5
2403,1882,726,Tablet,2025-08-26,121,Yes,4
2404,2462,395,Smart TV,2025-09-28,79,No,4
2405,373,407,Mobile,2025-11-14,118,Yes,4
2406,2420,170,Smart TV,2025-10-27,168,Yes,4
2407,3277,898,Laptop,2026-04-30,84,No,5
2408,873,467,Mobile,2025-08-04,101,Yes,4
2409,1655,106,Mobile,2025-09-16,126,Yes,4
2410,194,275,Laptop,2026-05-12,62,No,3
2411,1904,532,Tablet,2026-04-07,155,Yes,3
2412,218,369,Mobile,2026-05-14,140,Yes,4
2413,2851,735,Tablet,2026-02-17,106,Yes,4
2414,3503,508,Smart TV,2025-12-02,91,Yes,5
2415,1996,675,Tablet,2025-11-08,130,Yes,5
2416,1645,494,Tablet,2026-06-07,90,Yes,3
2417,2617,122,Tablet,2025-11-13,148,Yes,5
2418,3040,411,Tablet,2026-05-31,143,Yes,3
2419,41,244,Smart TV,2026-02-05,144,Yes,4
2420,4778,130,Laptop,2026-07-12,58,No,5
2421,911,335,Mobile,2026-06-08,105,Yes,5
2422,4213,90,Mobile,2026-03-19,164,Yes,3
2423,2482,640,Tablet,2026-05-19,129,Yes,4
2424,4336,478,Tablet,2025-11-09,84,No,5
2425,4345,22,Smart TV,2025-08-30,96,Yes,5
2426,1830,424,Mobile,2025-08-08,95,Yes,2
2427,4993,474,Laptop,2026-02-21,149,Yes,5
2428,1869,144,Tablet,2026-07-23,133,Yes,5
2429,4957,170,Laptop,2025-09-21,163,Yes,4
2430,2035,748,Mobile,2025-09-25,103,Yes,4
2431,4258,512,Mobile,2025-12-05,121,Yes,4
2432,3184,544,Mobile,2026-04-28,109,Yes,2
2433,3197,120,Smart TV,2025-10-06,84,No,5
2434,2433,7,Laptop,2026-04-23,106,Yes,4
2435,3731,368,Laptop,2026-01-02,114,Yes,3
2436,700,692,Tablet,2026-03-15,102,Yes,3
2437,3794,165,Laptop,2026-06-26,82,No,4
2438,3260,521,Smart TV,2025-09-01,101,Yes,2
2439,1404,484,Mobile,2026-03-18,124,Yes,5
2440,4463,3,Smart TV,2026-02-09,52,No,5
2441,2076,734,Tablet,2026-07-21,178,Yes,4
2442,2681,701,Mobile,2026-01-27,137,Yes,4
2443,2097,899,Smart TV,2026-01-22,102,Yes,4
2444,2640,670,Mobile,2025-11-20,98,Yes,3
2445,1618,210,Tablet,2025-09-24,74,No,4
2446,3248,861,Tablet,2026-06-01,141,Yes,4
2447,3063,66,Tablet,2025-09-03,115,Yes,1
2448,2377,103,Mobile,2026-06-18,80,No,4
2449,30,122,Mobile,2026-02-01,94,Yes,3
2450,3406,792,Mobile,2026-02-07,71,No,4
2451,1091,858,Tablet,2026-06-23,66,No,5
2452,2508,179,Smart TV,2026-02-19,68,No,2
2453,2660,446,Tablet,2026-06-03,83,No,3
2454,3647,20,Mobile,2026-02-13,95,Yes,2
2455,4858,557,Mobile,2025-12-23,152,Yes,4
2456,2691,374,Mobile,2026-06-20,114,Yes,4
2457,4975,193,Smart TV,2025-08-16,98,Yes,4
2458,2664,399,Laptop,2025-11-24,89,No,5
2459,1376,211,Tablet,2025-08-21,94,Yes,5
2460,3545,520,Mobile,2025-11-09,94,Yes,3
2461,2019,881,Tablet,2025-11-30,86,No,3
2462,1805,498,Smart TV,2026-02-11,99,Yes,5
2463,4199,786,Smart TV,2026-06-22,147,Yes,4
2464,34,602,Laptop,2025-12-06,104,Yes,1
2465,2271,45,Tablet,2026-01-01,156,Yes,5
2466,2813,305,Laptop,2025-09-19,102,Yes,5
2467,4750,529,Mobile,2026-07-26,69,No,3
2468,2575,229,Laptop,2025-11-20,85,No,4
2469,1787,501,Mobile,2026-06-10,123,Yes,5
2470,770,27,Tablet,2026-01-19,80,No,5
2471,4105,242,Tablet,2026-01-30,106,Yes,5
2472,1535,142,Laptop,2025-10-21,194,Yes,5
2473,2333,609,Smart TV,2026-06-16,115,Yes,5
2474,2702,728,Laptop,2025-11-13,82,No,4
2475,3368,76,Tablet,2026-05-05,91,Yes,2
2476,1312,256,Smart TV,2026-07-07,99,Yes,4
2477,847,154,Mobile,2026-07-16,105,Yes,5
2478,2103,831,Laptop,2026-02-08,171,Yes,5
2479,3992,222,Smart TV,2025-08-10,83,No,4
2480,3368,183,Tablet,2026-07-12,152,Yes,5
2481,4611,703,Smart TV,2026-02-19,72,No,5
2482,4961,474,Mobile,2025-09-18,177,Yes,3
2483,2535,614,Smart TV,2026-04-28,149,Yes,3
2484,1895,162,Smart TV,2025-08-22,115,Yes,3
2485,3424,573,Smart TV,2026-02-04,99,Yes,3
2486,2586,332,Tablet,2026-07-20,127,Yes,5
2487,4248,172,Mobile,2025-09-15,77,No,5
2488,2218,865,Mobile,2025-12-25,133,Yes,3
2489,2807,223,Tablet,2025-08-06,135,Yes,5
2490,4965,491,Tablet,2026-06-01,87,No,4
2491,1255,535,Smart TV,2026-02-04,134,Yes,4
2492,3094,28,Laptop,2026-04-08,117,Yes,5
2493,3259,77,Tablet,2026-01-08,75,No,4
2494,4291,179,Smart TV,2025-10-23,171,Yes,4
2495,3268,619,Laptop,2026-02-28,103,Yes,2
2496,4215,106,Smart TV,2026-01-20,155,Yes,1
2497,477,435,Tablet,2025-12-20,79,No,5
2498,440,94,Mobile,2026-01-03,79,No,2
2499,1447,153,Laptop,2025-11-04,125,Yes,4
2500,1439,691,Tablet,2026-06-06,143,Yes,5
2501,2735,433,Tablet,2025-11-20,149,Yes,5
2502,2113,86,Laptop,2025-08-22,129,Yes,5
2503,3002,193,Tablet,2026-01-04,103,Yes,5
2504,4981,118,Mobile,2026-02-23,72,No,5
2505,381,631,Mobile,2025-11-19,63,No,4
2506,4124,753,Laptop,2026-04-29,68,No,5
2507,1497,250,Smart TV,2026-04-16,208,Yes,4
2508,4245,883,Laptop,2026-03-04,109,Yes,5
2509,1822,366,Mobile,2026-06-01,101,Yes,4
2510,2253,41,Smart TV,2025-09-28,83,No,3
2511,1100,340,Smart TV,2026-04-25,147,Yes,5
2512,1155,824,Tablet,2026-03-10,148,Yes,5
2513,1430,107,Laptop,2026-02-28,120,Yes,1
2514,2753,353,Smart TV,2026-03-10,104,Yes,3
2515,4831,339,Laptop,2025-09-26,131,Yes,4
2516,947,596,Tablet,2026-03-24,91,Yes,3
2517,525,256,Mobile,2026-07-05,137,Yes,5
2518,2863,72,Tablet,2026-07-19,65,No,3
2519,509,429,Laptop,2026-06-09,129,Yes,5
2520,1070,307,Smart TV,2026-06-09,67,No,3
2521,4031,651,Laptop,2026-01-17,88,No,5
2522,1066,716,Tablet,2025-12-01,144,Yes,5
2523,3237,714,Laptop,2026-07-13,144,Yes,2
2524,2429,30,Smart TV,2026-03-29,103,Yes,4
2525,4785,324,Tablet,2026-02-10,158,Yes,4
2526,1281,37,Smart TV,2026-04-14,119,Yes,4
2527,4551,752,Smart TV,2026-02-27,145,Yes,4
2528,2401,894,Tablet,2025-12-02,122,Yes,4
2529,4336,30,Smart TV,2026-04-26,126,Yes,4
2530,656,682,Smart TV,2025-08-06,87,No,4
2531,3935,436,Smart TV,2025-11-25,94,Yes,5
2532,2709,366,Smart TV,2025-11-22,111,Yes,2
2533,4512,830,Mobile,2026-07-01,148,Yes,3
2534,2767,534,Tablet,2025-11-11,112,Yes,4
2535,567,432,Tablet,2026-04-05,101,Yes,4
2536,4987,286,Tablet,2025-12-06,79,No,4
2537,1336,339,Tablet,2026-04-26,104,Yes,2
2538,2145,608,Smart TV,2026-06-28,128,Yes,3
2539,485,736,Smart TV,2025-10-18,103,Yes,4
2540,3080,254,Tablet,2026-06-21,111,Yes,4
2541,139,224,Tablet,2025-10-29,117,Yes,2
2542,3686,786,Mobile,2025-09-02,84,No,4
2543,4763,507,Laptop,2025-09-10,129,Yes,4
2544,3169,647,Tablet,2025-12-31,103,Yes,3
2545,4581,165,Smart TV,2025-09-26,133,Yes,5
2546,4339,77,Laptop,2026-07-12,93,Yes,5
2547,3066,303,Smart TV,2026-01-17,57,No,5
2548,2147,526,Laptop,2026-04-10,120,Yes,4
2549,751,292,Mobile,2026-01-21,105,Yes,5
2550,181,817,Mobile,2025-10-13,126,Yes,3
2551,501,837,Laptop,2025-08-23,78,No,4
2552,708,801,Smart TV,2025-07-31,47,No,4
2553,3875,616,Smart TV,2026-06-05,147,Yes,5
2554,951,792,Mobile,2026-02-22,117,Yes,5
2555,2502,539,Mobile,2025-10-24,92,Yes,3
2556,4689,890,Smart TV,2025-11-03,120,Yes,3
2557,1695,156,Tablet,2026-07-21,32,No,5
2558,567,879,Mobile,2025-12-22,85,No,5
2559,248,211,Mobile,2026-06-23,116,Yes,4
2560,4254,354,Tablet,2025-12-18,128,Yes,2
2561,1853,775,Mobile,2025-08-22,109,Yes,4
2562,761,707,Mobile,2026-07-22,86,No,5
2563,3269,354,Tablet,2025-10-24,66,No,2
2564,2031,61,Tablet,2026-06-22,141,Yes,5
2565,539,573,Smart TV,2026-04-22,67,No,4
2566,4379,713,Smart TV,2026-03-22,76,No,4
2567,4298,859,Laptop,2025-08-15,65,No,3
2568,937,220,Smart TV,2026-06-05,123,Yes,3
2569,3248,247,Mobile,2025-08-03,127,Yes,4
2570,2241,729,Mobile,2025-08-07,105,Yes,4
2571,2828,493,Mobile,2026-04-20,110,Yes,4
2572,2207,379,Smart TV,2026-07-05,98,Yes,5
2573,4416,315,Mobile,2026-06-01,127,Yes,2
2574,182,727,Tablet,2026-06-06,133,Yes,5
2575,2093,92,Mobile,2026-01-11,200,Yes,4
2576,4642,807,Mobile,2025-11-03,107,Yes,5
2577,1128,154,Tablet,2026-03-28,114,Yes,4
2578,3646,544,Laptop,2025-10-08,159,Yes,5
2579,176,800,Tablet,2026-05-23,115,Yes,4
2580,2127,836,Laptop,2026-06-30,120,Yes,4
2581,3990,591,Mobile,2026-07-27,92,Yes,4
2582,3505,856,Tablet,2026-03-10,117,Yes,5
2583,64,761,Tablet,2026-03-10,83,No,3
2584,4793,691,Tablet,2025-08-15,109,Yes,5
2585,3985,700,Mobile,2025-11-12,131,Yes,4
2586,2326,77,Mobile,2025-09-29,72,No,5
2587,2363,653,Laptop,2025-08-21,83,No,5
2588,1748,548,Laptop,2025-11-04,80,No,3
2589,1135,388,Tablet,2026-06-11,68,No,2
2590,531,692,Mobile,2025-08-12,133,Yes,5
2591,2464,391,Mobile,2026-05-09,109,Yes,3
2592,1413,502,Laptop,2025-09-06,123,Yes,5
2593,4060,481,Smart TV,2026-01-27,133,Yes,4
2594,4546,168,Tablet,2025-08-30,86,No,4
